,Entity,Year,Median,Upper,Lower
549,Tropics,1892,-0.45799999999999996,-0.402,-0.5379999999999999
550,Tropics,1893,-0.498,-0.44299999999999995,-0.573
551,Tropics,1894,-0.485,-0.426,-0.564
552,Tropics,1895,-0.264,-0.207,-0.335
553,Tropics,1896,-0.016,0.034,-0.083
554,Tropics,1897,0.006,0.055,-0.057
555,Tropics,1898,-0.345,-0.29600000000000004,-0.41200000000000003
556,Tropics,1899,-0.207,-0.147,-0.27899999999999997
557,Tropics,1900,0.023,0.083,-0.043
558,Tropics,1901,-0.127,-0.07,-0.20199999999999999
559,Tropics,1902,-0.177,-0.127,-0.242
560,Tropics,1903,-0.359,-0.307,-0.425
561,Tropics,1904,-0.494,-0.435,-0.556
562,Tropics,1905,-0.262,-0.19899999999999998,-0.325
563,Tropics,1906,-0.24100000000000002,-0.184,-0.297
564,Tropics,1907,-0.366,-0.322,-0.423
565,Tropics,1908,-0.479,-0.424,-0.5329999999999999
566,Tropics,1909,-0.45299999999999996,-0.40399999999999997,-0.504
567,Tropics,1910,-0.501,-0.455,-0.5589999999999999
568,Tropics,1911,-0.479,-0.423,-0.535
569,Tropics,1912,-0.237,-0.19,-0.293
570,Tropics,1913,-0.361,-0.312,-0.41200000000000003
571,Tropics,1914,-0.198,-0.146,-0.255
572,Tropics,1915,-0.027000000000000003,0.038,-0.091
573,Tropics,1916,-0.386,-0.32299999999999995,-0.449
574,Tropics,1917,-0.539,-0.47,-0.607
575,Tropics,1918,-0.33399999999999996,-0.262,-0.41100000000000003
576,Tropics,1919,-0.204,-0.131,-0.267
577,Tropics,1920,-0.272,-0.209,-0.33399999999999996
578,Tropics,1921,-0.243,-0.193,-0.301
579,Tropics,1922,-0.29600000000000004,-0.24100000000000002,-0.35
580,Tropics,1923,-0.251,-0.195,-0.311
581,Tropics,1924,-0.22399999999999998,-0.171,-0.28300000000000003
582,Tropics,1925,-0.212,-0.158,-0.28
583,Tropics,1926,0.044000000000000004,0.092,-0.018000000000000002
584,Tropics,1927,-0.113,-0.061,-0.16899999999999998
585,Tropics,1928,-0.129,-0.08,-0.19399999999999998
586,Tropics,1929,-0.244,-0.195,-0.31
587,Tropics,1930,-0.076,-0.025,-0.145
588,Tropics,1931,0.068,0.121,0.0
589,Tropics,1932,-0.11,-0.061,-0.175
590,Tropics,1933,-0.204,-0.154,-0.267
591,Tropics,1934,-0.18899999999999997,-0.14300000000000002,-0.252
592,Tropics,1935,-0.133,-0.08800000000000001,-0.192
593,Tropics,1936,-0.095,-0.051,-0.153
594,Tropics,1937,0.02,0.063,-0.038
595,Tropics,1938,-0.099,-0.061,-0.154
596,Tropics,1939,-0.107,-0.075,-0.154
597,Tropics,1940,0.13,0.171,0.077
598,Tropics,1941,0.24100000000000002,0.276,0.182
599,Tropics,1942,0.004,0.052000000000000005,-0.066
600,Tropics,1943,-0.11900000000000001,-0.07400000000000001,-0.18100000000000002
601,Tropics,1944,0.075,0.12,0.013999999999999999
602,Tropics,1945,0.05,0.092,-0.002
603,Tropics,1946,-0.005,0.028999999999999998,-0.062
604,Tropics,1947,0.013999999999999999,0.062,-0.057
605,Tropics,1948,-0.055999999999999994,-0.005,-0.131
606,Tropics,1949,-0.113,-0.066,-0.166
607,Tropics,1950,-0.223,-0.175,-0.27399999999999997
608,Tropics,1951,-0.049,-0.01,-0.092
609,Tropics,1952,0.071,0.111,0.03
610,Tropics,1953,0.07200000000000001,0.113,0.031
611,Tropics,1954,-0.159,-0.11800000000000001,-0.2
612,Tropics,1955,-0.284,-0.249,-0.321
613,Tropics,1956,-0.317,-0.284,-0.35200000000000004
614,Tropics,1957,0.013999999999999999,0.048,-0.021
615,Tropics,1958,0.145,0.18,0.114
616,Tropics,1959,0.043,0.073,0.013999999999999999
617,Tropics,1960,-0.021,0.008,-0.05
618,Tropics,1961,-0.032,-0.006999999999999999,-0.068
619,Tropics,1962,-0.077,-0.055999999999999994,-0.106
620,Tropics,1963,0.076,0.106,0.040999999999999995
621,Tropics,1964,-0.145,-0.11199999999999999,-0.172
622,Tropics,1965,-0.073,-0.04,-0.09699999999999999
623,Tropics,1966,0.043,0.075,0.018000000000000002
624,Tropics,1967,-0.147,-0.121,-0.17
625,Tropics,1968,-0.115,-0.096,-0.135
626,Tropics,1969,0.24600000000000002,0.267,0.223
627,Tropics,1970,0.008,0.028999999999999998,-0.017
628,Tropics,1971,-0.29,-0.263,-0.311
629,Tropics,1972,0.043,0.075,0.024
630,Tropics,1973,0.064,0.087,0.049
631,Tropics,1974,-0.29600000000000004,-0.27699999999999997,-0.313
632,Tropics,1975,-0.332,-0.316,-0.35
633,Tropics,1976,-0.25,-0.23,-0.266
634,Tropics,1977,0.021,0.039,0.006999999999999999
635,Tropics,1978,-0.062,-0.042,-0.077
636,Tropics,1979,0.084,0.10400000000000001,0.062
637,Tropics,1980,0.136,0.152,0.11800000000000001
638,Tropics,1981,0.018000000000000002,0.034,-0.001
639,Tropics,1982,0.065,0.086,0.037000000000000005
640,Tropics,1983,0.222,0.244,0.198
641,Tropics,1984,0.003,0.024,-0.022000000000000002
642,Tropics,1985,-0.063,-0.042,-0.086
643,Tropics,1986,0.048,0.071,0.023
644,Tropics,1987,0.358,0.389,0.332
645,Tropics,1988,0.205,0.231,0.175
646,Tropics,1989,-0.013999999999999999,0.022000000000000002,-0.046
647,Tropics,1990,0.20600000000000002,0.244,0.17
648,Tropics,1991,0.20600000000000002,0.243,0.166
649,Tropics,1992,0.109,0.15,0.068
650,Tropics,1993,0.162,0.204,0.121
651,Tropics,1994,0.159,0.201,0.113
652,Tropics,1995,0.285,0.33,0.239
653,Tropics,1996,0.193,0.233,0.15
654,Tropics,1997,0.368,0.409,0.321
655,Tropics,1998,0.564,0.606,0.515
656,Tropics,1999,0.158,0.20199999999999999,0.106
657,Tropics,2000,0.17,0.22,0.128
658,Tropics,2001,0.35,0.401,0.305
659,Tropics,2002,0.469,0.513,0.42200000000000004
660,Tropics,2003,0.507,0.552,0.46
661,Tropics,2004,0.43,0.473,0.38299999999999995
662,Tropics,2005,0.48700000000000004,0.532,0.43799999999999994
663,Tropics,2006,0.449,0.495,0.39899999999999997
664,Tropics,2007,0.365,0.408,0.32
665,Tropics,2008,0.27399999999999997,0.318,0.226
666,Tropics,2009,0.541,0.584,0.49200000000000005
667,Tropics,2010,0.535,0.579,0.485
668,Tropics,2011,0.243,0.287,0.19699999999999998
669,Tropics,2012,0.34600000000000003,0.391,0.3
670,Tropics,2013,0.40399999999999997,0.44799999999999995,0.35600000000000004
671,Tropics,2014,0.516,0.562,0.47200000000000003
672,Tropics,2015,0.737,0.7809999999999999,0.69
673,Tropics,2016,0.763,0.8059999999999999,0.713
674,Tropics,2017,0.563,0.607,0.514
675,Tropics,2018,0.47200000000000003,0.517,0.424
