,Unnamed: 0,Entity,Code,Year,Annual_biofuel_consumption,Continent
640,,Dominica,DMA,2002,0,North America
641,,Dominica,DMA,2003,0,North America
642,,Dominica,DMA,2004,0,North America
643,,Dominica,DMA,2005,0,North America
644,,Dominica,DMA,2006,0,North America
645,,Dominica,DMA,2007,0,North America
646,,Dominica,DMA,2008,0,North America
647,,Dominica,DMA,2009,0,North America
648,,Dominica,DMA,2010,0,North America
649,,Dominican Republic,DOM,2000,0,North America
650,,Dominican Republic,DOM,2001,0,North America
651,,Dominican Republic,DOM,2002,0,North America
652,,Dominican Republic,DOM,2003,0,North America
653,,Dominican Republic,DOM,2004,0,North America
654,,Dominican Republic,DOM,2005,0,North America
655,,Dominican Republic,DOM,2006,0,North America
656,,Dominican Republic,DOM,2007,0,North America
657,,Dominican Republic,DOM,2008,0,North America
658,,Dominican Republic,DOM,2009,0,North America
659,,Dominican Republic,DOM,2010,0,North America
660,,Ecuador,ECU,2000,0,South America
661,,Ecuador,ECU,2001,0,South America
662,,Ecuador,ECU,2002,0,South America
663,,Ecuador,ECU,2003,0,South America
664,,Ecuador,ECU,2004,0,South America
665,,Ecuador,ECU,2005,0,South America
666,,Ecuador,ECU,2006,0,South America
667,,Ecuador,ECU,2007,0,South America
668,,Ecuador,ECU,2008,0,South America
669,,Ecuador,ECU,2009,0.2,South America
670,,Ecuador,ECU,2010,0,South America
671,,Egypt,EGY,2000,0,Africa
672,,Egypt,EGY,2001,0,Africa
673,,Egypt,EGY,2002,0,Africa
674,,Egypt,EGY,2003,0,Africa
675,,Egypt,EGY,2004,0,Africa
676,,Egypt,EGY,2005,0,Africa
677,,Egypt,EGY,2006,0,Africa
678,,Egypt,EGY,2007,0,Africa
679,,Egypt,EGY,2008,0,Africa
680,,Egypt,EGY,2009,0,Africa
681,,Egypt,EGY,2010,0,Africa
682,,El Salvador,SLV,2000,0,North America
683,,El Salvador,SLV,2001,0,North America
684,,El Salvador,SLV,2002,0,North America
685,,El Salvador,SLV,2003,0,North America
686,,El Salvador,SLV,2004,0,North America
687,,El Salvador,SLV,2005,0,North America
688,,El Salvador,SLV,2006,0,North America
689,,El Salvador,SLV,2007,0,North America
690,,El Salvador,SLV,2008,0,North America
691,,El Salvador,SLV,2009,0,North America
692,,El Salvador,SLV,2010,0,North America
693,,Equatorial Guinea,GNQ,2000,0,Africa
694,,Equatorial Guinea,GNQ,2001,0,Africa
695,,Equatorial Guinea,GNQ,2002,0,Africa
696,,Equatorial Guinea,GNQ,2003,0,Africa
697,,Equatorial Guinea,GNQ,2004,0,Africa
698,,Equatorial Guinea,GNQ,2005,0,Africa
699,,Equatorial Guinea,GNQ,2006,0,Africa
700,,Equatorial Guinea,GNQ,2007,0,Africa
701,,Equatorial Guinea,GNQ,2008,0,Africa
702,,Equatorial Guinea,GNQ,2009,0,Africa
703,,Equatorial Guinea,GNQ,2010,0,Africa
704,,Eritrea,ERI,2000,0,Africa
705,,Eritrea,ERI,2001,0,Africa
706,,Eritrea,ERI,2002,0,Africa
707,,Eritrea,ERI,2003,0,Africa
708,,Eritrea,ERI,2004,0,Africa
709,,Eritrea,ERI,2005,0,Africa
710,,Eritrea,ERI,2006,0,Africa
711,,Eritrea,ERI,2007,0,Africa
712,,Eritrea,ERI,2008,0,Africa
713,,Eritrea,ERI,2009,0,Africa
714,,Eritrea,ERI,2010,0,Africa
715,,Estonia,EST,2000,0,Europe
716,,Estonia,EST,2001,0,Europe
717,,Estonia,EST,2002,0,Europe
718,,Estonia,EST,2003,0,Europe
719,,Estonia,EST,2004,0,Europe
720,,Estonia,EST,2005,0.014,Europe
721,,Estonia,EST,2006,0.0114,Europe
722,,Estonia,EST,2007,0.108,Europe
723,,Estonia,EST,2008,0,Europe
724,,Estonia,EST,2009,0,Europe
725,,Estonia,EST,2010,0,Europe
726,,Ethiopia,ETH,2000,0,Africa
727,,Ethiopia,ETH,2001,0,Africa
728,,Ethiopia,ETH,2002,0,Africa
729,,Ethiopia,ETH,2003,0,Africa
730,,Ethiopia,ETH,2004,0,Africa
731,,Ethiopia,ETH,2005,0,Africa
732,,Ethiopia,ETH,2006,0,Africa
733,,Ethiopia,ETH,2007,0.03,Africa
734,,Ethiopia,ETH,2008,0.03,Africa
735,,Ethiopia,ETH,2009,0.05,Africa
736,,Ethiopia,ETH,2010,0,Africa
737,,Faeroe Islands,FRO,2000,0,
738,,Faeroe Islands,FRO,2001,0,
739,,Faeroe Islands,FRO,2002,0,
740,,Faeroe Islands,FRO,2003,0,
741,,Faeroe Islands,FRO,2004,0,
742,,Faeroe Islands,FRO,2005,0,
743,,Faeroe Islands,FRO,2006,0,
744,,Faeroe Islands,FRO,2007,0,
745,,Faeroe Islands,FRO,2008,0,
746,,Faeroe Islands,FRO,2009,0,
747,,Faeroe Islands,FRO,2010,0,
748,,Falkland Islands,FLK,2000,0,
749,,Falkland Islands,FLK,2001,0,
750,,Falkland Islands,FLK,2002,0,
751,,Falkland Islands,FLK,2003,0,
752,,Falkland Islands,FLK,2004,0,
753,,Falkland Islands,FLK,2005,0,
754,,Falkland Islands,FLK,2006,0,
755,,Falkland Islands,FLK,2007,0,
756,,Falkland Islands,FLK,2008,0,
757,,Falkland Islands,FLK,2009,0,
758,,Falkland Islands,FLK,2010,0,
759,,Fiji,FJI,2000,0,Oceania
760,,Fiji,FJI,2001,0,Oceania
761,,Fiji,FJI,2002,0,Oceania
762,,Fiji,FJI,2003,0,Oceania
763,,Fiji,FJI,2004,0,Oceania
764,,Fiji,FJI,2005,0,Oceania
765,,Fiji,FJI,2006,0,Oceania
766,,Fiji,FJI,2007,0,Oceania
767,,Fiji,FJI,2008,0,Oceania
768,,Fiji,FJI,2009,0.01,Oceania
769,,Fiji,FJI,2010,0,Oceania
770,,Finland,FIN,2000,0,Europe
771,,Finland,FIN,2001,0.02,Europe
772,,Finland,FIN,2002,0.1,Europe
773,,Finland,FIN,2003,0.1,Europe
774,,Finland,FIN,2004,0,Europe
775,,Finland,FIN,2005,0.02,Europe
776,,Finland,FIN,2006,0.103,Europe
777,,Finland,FIN,2007,2.4,Europe
778,,Finland,FIN,2008,3.9,Europe
779,,Finland,FIN,2009,4.5,Europe
780,,Finland,FIN,2010,0,Europe
781,,France,FRA,2000,7.86,Europe
782,,France,FRA,2001,8.32,Europe
783,,France,FRA,2002,7.57,Europe
784,,France,FRA,2003,8.18,Europe
785,,France,FRA,2004,9.52,Europe
786,,France,FRA,2005,18.4,Europe
787,,France,FRA,2006,34.3,Europe
788,,France,FRA,2007,54.6,Europe
789,,France,FRA,2008,59,Europe
790,,France,FRA,2009,55,Europe
791,,France,FRA,2010,0,Europe
792,,French Guiana,GUF,2000,0,
793,,French Guiana,GUF,2001,0,
794,,French Guiana,GUF,2002,0,
795,,French Guiana,GUF,2003,0,
796,,French Guiana,GUF,2004,0,
797,,French Guiana,GUF,2005,0,
798,,French Guiana,GUF,2006,0,
799,,French Guiana,GUF,2007,0,
800,,French Guiana,GUF,2008,0,
801,,French Guiana,GUF,2009,0,
802,,French Guiana,GUF,2010,0,
803,,French Polynesia,PYF,2000,0,
804,,French Polynesia,PYF,2001,0,
805,,French Polynesia,PYF,2002,0,
806,,French Polynesia,PYF,2003,0,
807,,French Polynesia,PYF,2004,0,
808,,French Polynesia,PYF,2005,0,
809,,French Polynesia,PYF,2006,0,
810,,French Polynesia,PYF,2007,0,
811,,French Polynesia,PYF,2008,0,
812,,French Polynesia,PYF,2009,0,
813,,French Polynesia,PYF,2010,0,
814,,Gabon,GAB,2000,0,Africa
815,,Gabon,GAB,2001,0,Africa
816,,Gabon,GAB,2002,0,Africa
817,,Gabon,GAB,2003,0,Africa
818,,Gabon,GAB,2004,0,Africa
819,,Gabon,GAB,2005,0,Africa
820,,Gabon,GAB,2006,0,Africa
821,,Gabon,GAB,2007,0,Africa
822,,Gabon,GAB,2008,0,Africa
823,,Gabon,GAB,2009,0,Africa
824,,Gabon,GAB,2010,0,Africa
825,,Gambia,GMB,2000,0,
826,,Gambia,GMB,2001,0,
827,,Gambia,GMB,2002,0,
828,,Gambia,GMB,2003,0,
829,,Gambia,GMB,2004,0,
830,,Gambia,GMB,2005,0,
831,,Gambia,GMB,2006,0,
832,,Gambia,GMB,2007,0,
833,,Gambia,GMB,2008,0,
834,,Gambia,GMB,2009,0,
835,,Gambia,GMB,2010,0,
836,,Georgia,GEO,2000,0,Asia
837,,Georgia,GEO,2001,0,Asia
838,,Georgia,GEO,2002,0,Asia
839,,Georgia,GEO,2003,0,Asia
840,,Georgia,GEO,2004,0,Asia
841,,Georgia,GEO,2005,0,Asia
842,,Georgia,GEO,2006,0,Asia
843,,Georgia,GEO,2007,0,Asia
844,,Georgia,GEO,2008,0,Asia
845,,Georgia,GEO,2009,0,Asia
846,,Georgia,GEO,2010,0,Asia
847,,Germany,DEU,2000,6.8,Europe
848,,Germany,DEU,2001,10.8,Europe
849,,Germany,DEU,2002,15.7,Europe
850,,Germany,DEU,2003,21.9,Europe
851,,Germany,DEU,2004,40.7,Europe
852,,Germany,DEU,2005,67,Europe
853,,Germany,DEU,2006,74,Europe
854,,Germany,DEU,2007,66,Europe
855,,Germany,DEU,2008,68,Europe
856,,Germany,DEU,2009,75.5,Europe
857,,Germany,DEU,2010,0,Europe
858,,Ghana,GHA,2000,0,Africa
859,,Ghana,GHA,2001,0,Africa
860,,Ghana,GHA,2002,0,Africa
861,,Ghana,GHA,2003,0,Africa
862,,Ghana,GHA,2004,0,Africa
863,,Ghana,GHA,2005,0,Africa
864,,Ghana,GHA,2006,0,Africa
865,,Ghana,GHA,2007,0,Africa
866,,Ghana,GHA,2008,0,Africa
867,,Ghana,GHA,2009,0,Africa
868,,Ghana,GHA,2010,0,Africa
869,,Gibraltar,GIB,2000,0,
870,,Gibraltar,GIB,2001,0,
871,,Gibraltar,GIB,2002,0,
872,,Gibraltar,GIB,2003,0,
873,,Gibraltar,GIB,2004,0,
874,,Gibraltar,GIB,2005,0,
875,,Gibraltar,GIB,2006,0,
876,,Gibraltar,GIB,2007,0,
877,,Gibraltar,GIB,2008,0,
878,,Gibraltar,GIB,2009,0,
879,,Gibraltar,GIB,2010,0,
880,,Greece,GRC,2000,0,Europe
881,,Greece,GRC,2001,0,Europe
882,,Greece,GRC,2002,0,Europe
883,,Greece,GRC,2003,0,Europe
884,,Greece,GRC,2004,0.06,Europe
885,,Greece,GRC,2005,1,Europe
886,,Greece,GRC,2006,1.9,Europe
887,,Greece,GRC,2007,1.5,Europe
888,,Greece,GRC,2008,1.7,Europe
889,,Greece,GRC,2009,2.8,Europe
890,,Greece,GRC,2010,0,Europe
891,,Greenland,GRL,2000,0,
892,,Greenland,GRL,2001,0,
893,,Greenland,GRL,2002,0,
894,,Greenland,GRL,2003,0,
895,,Greenland,GRL,2004,0,
896,,Greenland,GRL,2005,0,
897,,Greenland,GRL,2006,0,
898,,Greenland,GRL,2007,0,
899,,Greenland,GRL,2008,0,
900,,Greenland,GRL,2009,0,
901,,Greenland,GRL,2010,0,
902,,Grenada,GRD,2000,0,North America
903,,Grenada,GRD,2001,0,North America
904,,Grenada,GRD,2002,0,North America
905,,Grenada,GRD,2003,0,North America
906,,Grenada,GRD,2004,0,North America
907,,Grenada,GRD,2005,0,North America
908,,Grenada,GRD,2006,0,North America
909,,Grenada,GRD,2007,0,North America
910,,Grenada,GRD,2008,0,North America
911,,Grenada,GRD,2009,0,North America
912,,Grenada,GRD,2010,0,North America
913,,Guadeloupe,GLP,2000,0,
914,,Guadeloupe,GLP,2001,0,
915,,Guadeloupe,GLP,2002,0,
916,,Guadeloupe,GLP,2003,0,
917,,Guadeloupe,GLP,2004,0,
918,,Guadeloupe,GLP,2005,0,
919,,Guadeloupe,GLP,2006,0,
920,,Guadeloupe,GLP,2007,0,
921,,Guadeloupe,GLP,2008,0,
922,,Guadeloupe,GLP,2009,0,
923,,Guadeloupe,GLP,2010,0,
924,,Guatemala,GTM,2000,0,North America
925,,Guatemala,GTM,2001,0,North America
926,,Guatemala,GTM,2002,0,North America
927,,Guatemala,GTM,2003,0,North America
928,,Guatemala,GTM,2004,0,North America
929,,Guatemala,GTM,2005,0,North America
930,,Guatemala,GTM,2006,0,North America
931,,Guatemala,GTM,2007,0,North America
932,,Guatemala,GTM,2008,0.01,North America
933,,Guatemala,GTM,2009,0.01,North America
934,,Guatemala,GTM,2010,0,North America
935,,Guinea,GIN,2000,0,Africa
936,,Guinea,GIN,2001,0,Africa
937,,Guinea,GIN,2002,0,Africa
938,,Guinea,GIN,2003,0,Africa
939,,Guinea,GIN,2004,0,Africa
940,,Guinea,GIN,2005,0,Africa
941,,Guinea,GIN,2006,0,Africa
942,,Guinea,GIN,2007,0,Africa
943,,Guinea,GIN,2008,0,Africa
944,,Guinea,GIN,2009,0,Africa
945,,Guinea,GIN,2010,0,Africa
946,,Guinea-Bissau,GNB,2000,0,Africa
947,,Guinea-Bissau,GNB,2001,0,Africa
948,,Guinea-Bissau,GNB,2002,0,Africa
949,,Guinea-Bissau,GNB,2003,0,Africa
950,,Guinea-Bissau,GNB,2004,0,Africa
951,,Guinea-Bissau,GNB,2005,0,Africa
952,,Guinea-Bissau,GNB,2006,0,Africa
953,,Guinea-Bissau,GNB,2007,0,Africa
954,,Guinea-Bissau,GNB,2008,0,Africa
955,,Guinea-Bissau,GNB,2009,0,Africa
956,,Guinea-Bissau,GNB,2010,0,Africa
957,,Guyana,GUY,2000,0,South America
958,,Guyana,GUY,2001,0,South America
959,,Guyana,GUY,2002,0,South America
960,,Guyana,GUY,2003,0,South America
961,,Guyana,GUY,2004,0,South America
962,,Guyana,GUY,2005,0,South America
963,,Guyana,GUY,2006,0,South America
964,,Guyana,GUY,2007,0,South America
965,,Guyana,GUY,2008,0,South America
966,,Guyana,GUY,2009,0,South America
967,,Guyana,GUY,2010,0,South America
968,,Haiti,HTI,2000,0,North America
969,,Haiti,HTI,2001,0,North America
970,,Haiti,HTI,2002,0,North America
971,,Haiti,HTI,2003,0,North America
972,,Haiti,HTI,2004,0,North America
973,,Haiti,HTI,2005,0,North America
974,,Haiti,HTI,2006,0,North America
975,,Haiti,HTI,2007,0,North America
976,,Haiti,HTI,2008,0,North America
977,,Haiti,HTI,2009,0,North America
978,,Haiti,HTI,2010,0,North America
979,,Honduras,HND,2000,0,North America
980,,Honduras,HND,2001,0,North America
981,,Honduras,HND,2002,0,North America
982,,Honduras,HND,2003,0,North America
983,,Honduras,HND,2004,0.001,North America
984,,Honduras,HND,2005,0.01,North America
985,,Honduras,HND,2006,0.02,North America
986,,Honduras,HND,2007,0.02,North America
987,,Honduras,HND,2008,0.01,North America
988,,Honduras,HND,2009,0.02,North America
989,,Honduras,HND,2010,0,North America
990,,Hong Kong,HKG,2000,0,
991,,Hong Kong,HKG,2001,0,
992,,Hong Kong,HKG,2002,0,
993,,Hong Kong,HKG,2003,0,
994,,Hong Kong,HKG,2004,0,
995,,Hong Kong,HKG,2005,0,
996,,Hong Kong,HKG,2006,0,
997,,Hong Kong,HKG,2007,0,
998,,Hong Kong,HKG,2008,0,
999,,Hong Kong,HKG,2009,0,
1000,,Hong Kong,HKG,2010,0,
1001,,Hungary,HUN,2000,0,Europe
1002,,Hungary,HUN,2001,0,Europe
1003,,Hungary,HUN,2002,0,Europe
1004,,Hungary,HUN,2003,0,Europe
1005,,Hungary,HUN,2004,0.1,Europe
1006,,Hungary,HUN,2005,0.407,Europe
1007,,Hungary,HUN,2006,0.94,Europe
1008,,Hungary,HUN,2007,4.2,Europe
1009,,Hungary,HUN,2008,4.3,Europe
1010,,Hungary,HUN,2009,4.1,Europe
1011,,Hungary,HUN,2010,0,Europe
1012,,Iceland,ISL,2000,0,Europe
1013,,Iceland,ISL,2001,0,Europe
1014,,Iceland,ISL,2002,0,Europe
1015,,Iceland,ISL,2003,0,Europe
1016,,Iceland,ISL,2004,0,Europe
1017,,Iceland,ISL,2005,0,Europe
1018,,Iceland,ISL,2006,0,Europe
1019,,Iceland,ISL,2007,0.005,Europe
1020,,Iceland,ISL,2008,0.005,Europe
1021,,Iceland,ISL,2009,0.005,Europe
1022,,Iceland,ISL,2010,0,Europe
1023,,India,IND,2000,3,Asia
1024,,India,IND,2001,3.2,Asia
1025,,India,IND,2002,3.3,Asia
1026,,India,IND,2003,3.5,Asia
1027,,India,IND,2004,3.9,Asia
1028,,India,IND,2005,4.5,Asia
1029,,India,IND,2006,4.7,Asia
1030,,India,IND,2007,5.2,Asia
1031,,India,IND,2008,3,Asia
1032,,India,IND,2009,3,Asia
1033,,India,IND,2010,0,Asia
1034,,Indonesia,IDN,2000,0,Asia
1035,,Indonesia,IDN,2001,0,Asia
1036,,Indonesia,IDN,2002,0,Asia
1037,,Indonesia,IDN,2003,0,Asia
1038,,Indonesia,IDN,2004,0.04,Asia
1039,,Indonesia,IDN,2005,0.3,Asia
1040,,Indonesia,IDN,2006,0.6,Asia
1041,,Indonesia,IDN,2007,1.2,Asia
1042,,Indonesia,IDN,2008,2.2,Asia
1043,,Indonesia,IDN,2009,4,Asia
1044,,Indonesia,IDN,2010,0,Asia
1045,,Iran,IRN,2000,0,Asia
1046,,Iran,IRN,2001,0,Asia
1047,,Iran,IRN,2002,0,Asia
1048,,Iran,IRN,2003,0,Asia
1049,,Iran,IRN,2004,0,Asia
1050,,Iran,IRN,2005,0,Asia
1051,,Iran,IRN,2006,0,Asia
1052,,Iran,IRN,2007,0,Asia
1053,,Iran,IRN,2008,0,Asia
1054,,Iran,IRN,2009,0,Asia
1055,,Iran,IRN,2010,0,Asia
1056,,Iraq,IRQ,2000,0,Asia
1057,,Iraq,IRQ,2001,0,Asia
1058,,Iraq,IRQ,2002,0,Asia
1059,,Iraq,IRQ,2003,0,Asia
1060,,Iraq,IRQ,2004,0,Asia
1061,,Iraq,IRQ,2005,0,Asia
1062,,Iraq,IRQ,2006,0,Asia
1063,,Iraq,IRQ,2007,0,Asia
1064,,Iraq,IRQ,2008,0,Asia
1065,,Iraq,IRQ,2009,0,Asia
1066,,Iraq,IRQ,2010,0,Asia
1067,,Ireland,IRL,2000,0,
1068,,Ireland,IRL,2001,0,
1069,,Ireland,IRL,2002,0,
1070,,Ireland,IRL,2003,0,
1071,,Ireland,IRL,2004,0,
1072,,Ireland,IRL,2005,0,
1073,,Ireland,IRL,2006,0,
1074,,Ireland,IRL,2007,0,
1075,,Ireland,IRL,2008,0,
1076,,Ireland,IRL,2009,0,
1077,,Ireland,IRL,2010,0,
1078,,Israel,ISR,2000,0,Asia
1079,,Israel,ISR,2001,0,Asia
1080,,Israel,ISR,2002,0,Asia
1081,,Israel,ISR,2003,0,Asia
1082,,Israel,ISR,2004,0,Asia
1083,,Israel,ISR,2005,0,Asia
1084,,Israel,ISR,2006,0.1,Asia
1085,,Israel,ISR,2007,0.1,Asia
1086,,Israel,ISR,2008,0.1,Asia
1087,,Israel,ISR,2009,0.1,Asia
1088,,Israel,ISR,2010,0,Asia
1089,,Italy,ITA,2000,0,Europe
1090,,Italy,ITA,2001,0,Europe
1091,,Italy,ITA,2002,0,Europe
1092,,Italy,ITA,2003,5.6,Europe
1093,,Italy,ITA,2004,4.1,Europe
1094,,Italy,ITA,2005,4.6,Europe
1095,,Italy,ITA,2006,4.2,Europe
1096,,Italy,ITA,2007,16,Europe
1097,,Italy,ITA,2008,27.3,Europe
1098,,Italy,ITA,2009,34.7,Europe
1099,,Italy,ITA,2010,0,Europe
1100,,Jamaica,JAM,2000,0,North America
1101,,Jamaica,JAM,2001,0,North America
1102,,Jamaica,JAM,2002,0,North America
1103,,Jamaica,JAM,2003,0,North America
1104,,Jamaica,JAM,2004,0,North America
1105,,Jamaica,JAM,2005,0,North America
1106,,Jamaica,JAM,2006,0,North America
1107,,Jamaica,JAM,2007,0.1,North America
1108,,Jamaica,JAM,2008,1,North America
1109,,Jamaica,JAM,2009,1,North America
1110,,Jamaica,JAM,2010,0,North America
1111,,Japan,JPN,2000,0,Asia
1112,,Japan,JPN,2001,0,Asia
1113,,Japan,JPN,2002,0.2,Asia
1114,,Japan,JPN,2003,0.2,Asia
1115,,Japan,JPN,2004,0.2,Asia
1116,,Japan,JPN,2005,0.2005,Asia
1117,,Japan,JPN,2006,0.3,Asia
1118,,Japan,JPN,2007,0.3,Asia
1119,,Japan,JPN,2008,0.7,Asia
1120,,Japan,JPN,2009,1.3,Asia
1121,,Japan,JPN,2010,0,Asia
1122,,Jordan,JOR,2000,0,Asia
1123,,Jordan,JOR,2001,0,Asia
1124,,Jordan,JOR,2002,0,Asia
1125,,Jordan,JOR,2003,0,Asia
1126,,Jordan,JOR,2004,0,Asia
1127,,Jordan,JOR,2005,0,Asia
1128,,Jordan,JOR,2006,0,Asia
1129,,Jordan,JOR,2007,0,Asia
1130,,Jordan,JOR,2008,0,Asia
1131,,Jordan,JOR,2009,0,Asia
1132,,Jordan,JOR,2010,0,Asia
1133,,Kazakhstan,KAZ,2000,0,Asia
1134,,Kazakhstan,KAZ,2001,0,Asia
1135,,Kazakhstan,KAZ,2002,0,Asia
1136,,Kazakhstan,KAZ,2003,0,Asia
1137,,Kazakhstan,KAZ,2004,0,Asia
1138,,Kazakhstan,KAZ,2005,0,Asia
1139,,Kazakhstan,KAZ,2006,0,Asia
1140,,Kazakhstan,KAZ,2007,0,Asia
1141,,Kazakhstan,KAZ,2008,0,Asia
1142,,Kazakhstan,KAZ,2009,0,Asia
1143,,Kazakhstan,KAZ,2010,0,Asia
1144,,Kenya,KEN,2000,0,Africa
1145,,Kenya,KEN,2001,0,Africa
1146,,Kenya,KEN,2002,0,Africa
1147,,Kenya,KEN,2003,0,Africa
1148,,Kenya,KEN,2004,0,Africa
1149,,Kenya,KEN,2005,0,Africa
1150,,Kenya,KEN,2006,0,Africa
1151,,Kenya,KEN,2007,0,Africa
1152,,Kenya,KEN,2008,0,Africa
1153,,Kenya,KEN,2009,0,Africa
1154,,Kenya,KEN,2010,0,Africa
1155,,Kiribati,KIR,2000,0,Oceania
1156,,Kiribati,KIR,2001,0,Oceania
1157,,Kiribati,KIR,2002,0,Oceania
1158,,Kiribati,KIR,2003,0,Oceania
1159,,Kiribati,KIR,2004,0,Oceania
1160,,Kiribati,KIR,2005,0,Oceania
1161,,Kiribati,KIR,2006,0,Oceania
1162,,Kiribati,KIR,2007,0,Oceania
1163,,Kiribati,KIR,2008,0,Oceania
1164,,Kiribati,KIR,2009,0,Oceania
1165,,Kiribati,KIR,2010,0,Oceania
1166,,Kuwait,KWT,2000,0,Asia
1167,,Kuwait,KWT,2001,0,Asia
1168,,Kuwait,KWT,2002,0,Asia
1169,,Kuwait,KWT,2003,0,Asia
1170,,Kuwait,KWT,2004,0,Asia
1171,,Kuwait,KWT,2005,0,Asia
1172,,Kuwait,KWT,2006,0,Asia
1173,,Kuwait,KWT,2007,0,Asia
1174,,Kuwait,KWT,2008,0,Asia
1175,,Kuwait,KWT,2009,0,Asia
1176,,Kuwait,KWT,2010,0,Asia
1177,,Kyrgyzstan,KGZ,2000,0,Asia
1178,,Kyrgyzstan,KGZ,2001,0,Asia
1179,,Kyrgyzstan,KGZ,2002,0,Asia
1180,,Kyrgyzstan,KGZ,2003,0,Asia
1181,,Kyrgyzstan,KGZ,2004,0,Asia
1182,,Kyrgyzstan,KGZ,2005,0,Asia
1183,,Kyrgyzstan,KGZ,2006,0,Asia
1184,,Kyrgyzstan,KGZ,2007,0,Asia
1185,,Kyrgyzstan,KGZ,2008,0,Asia
1186,,Kyrgyzstan,KGZ,2009,0,Asia
1187,,Kyrgyzstan,KGZ,2010,0,Asia
1188,,Laos,LAO,2000,0,Asia
1189,,Laos,LAO,2001,0,Asia
1190,,Laos,LAO,2002,0,Asia
1191,,Laos,LAO,2003,0,Asia
1192,,Laos,LAO,2004,0,Asia
1193,,Laos,LAO,2005,0,Asia
1194,,Laos,LAO,2006,0,Asia
1195,,Laos,LAO,2007,0,Asia
1196,,Laos,LAO,2008,0,Asia
1197,,Laos,LAO,2009,0,Asia
1198,,Laos,LAO,2010,0,Asia
1199,,Latvia,LVA,2000,0,Europe
1200,,Latvia,LVA,2001,0,Europe
1201,,Latvia,LVA,2002,0,Europe
1202,,Latvia,LVA,2003,0,Europe
1203,,Latvia,LVA,2004,0.115,Europe
1204,,Latvia,LVA,2005,0.08,Europe
1205,,Latvia,LVA,2006,0.06,Europe
1206,,Latvia,LVA,2007,0.0406,Europe
1207,,Latvia,LVA,2008,0.18,Europe
1208,,Latvia,LVA,2009,0.7,Europe
1209,,Latvia,LVA,2010,0,Europe
1210,,Lebanon,LBN,2000,0,Asia
1211,,Lebanon,LBN,2001,0,Asia
1212,,Lebanon,LBN,2002,0,Asia
1213,,Lebanon,LBN,2003,0,Asia
1214,,Lebanon,LBN,2004,0,Asia
1215,,Lebanon,LBN,2005,0,Asia
1216,,Lebanon,LBN,2006,0,Asia
1217,,Lebanon,LBN,2007,0,Asia
1218,,Lebanon,LBN,2008,0,Asia
1219,,Lebanon,LBN,2009,0,Asia
1220,,Lebanon,LBN,2010,0,Asia
1221,,Lesotho,LSO,2000,0,Africa
1222,,Lesotho,LSO,2001,0,Africa
1223,,Lesotho,LSO,2002,0,Africa
1224,,Lesotho,LSO,2003,0,Africa
1225,,Lesotho,LSO,2004,0,Africa
1226,,Lesotho,LSO,2005,0,Africa
1227,,Lesotho,LSO,2006,0,Africa
1228,,Lesotho,LSO,2007,0,Africa
1229,,Lesotho,LSO,2008,0,Africa
1230,,Lesotho,LSO,2009,0,Africa
1231,,Lesotho,LSO,2010,0,Africa
1232,,Liberia,LBR,2000,0,Africa
1233,,Liberia,LBR,2001,0,Africa
1234,,Liberia,LBR,2002,0,Africa
1235,,Liberia,LBR,2003,0,Africa
1236,,Liberia,LBR,2004,0,Africa
1237,,Liberia,LBR,2005,0,Africa
1238,,Liberia,LBR,2006,0,Africa
1239,,Liberia,LBR,2007,0,Africa
1240,,Liberia,LBR,2008,0,Africa
1241,,Liberia,LBR,2009,0,Africa
1242,,Liberia,LBR,2010,0,Africa
1243,,Libya,LBY,2000,0,Africa
1244,,Libya,LBY,2001,0,Africa
1245,,Libya,LBY,2002,0,Africa
1246,,Libya,LBY,2003,0,Africa
1247,,Libya,LBY,2004,0,Africa
1248,,Libya,LBY,2005,0,Africa
1249,,Libya,LBY,2006,0,Africa
1250,,Libya,LBY,2007,0,Africa
1251,,Libya,LBY,2008,0,Africa
1252,,Libya,LBY,2009,0,Africa
1253,,Libya,LBY,2010,0,Africa
1254,,Liechtenstein,LIE,2000,0,
1255,,Liechtenstein,LIE,2001,0,
1256,,Liechtenstein,LIE,2002,0,
1257,,Liechtenstein,LIE,2003,0,
1258,,Liechtenstein,LIE,2004,0,
1259,,Liechtenstein,LIE,2005,0,
1260,,Liechtenstein,LIE,2006,0,
1261,,Liechtenstein,LIE,2007,0,
1262,,Liechtenstein,LIE,2008,0,
1263,,Liechtenstein,LIE,2009,0,
1264,,Liechtenstein,LIE,2010,0,
1265,,Lithuania,LTU,2000,0,Europe
1266,,Lithuania,LTU,2001,0,Europe
1267,,Lithuania,LTU,2002,0,Europe
1268,,Lithuania,LTU,2003,0.02,Europe
1269,,Lithuania,LTU,2004,0.12,Europe
1270,,Lithuania,LTU,2005,0.5,Europe
1271,,Lithuania,LTU,2006,1.32,Europe
1272,,Lithuania,LTU,2007,1.54,Europe
1273,,Lithuania,LTU,2008,1.3,Europe
1274,,Lithuania,LTU,2009,1.2,Europe
1275,,Lithuania,LTU,2010,0,Europe
1276,,Luxembourg,LUX,2000,0,Europe
1277,,Luxembourg,LUX,2001,0,Europe
1278,,Luxembourg,LUX,2002,0,Europe
1279,,Luxembourg,LUX,2003,0,Europe
1280,,Luxembourg,LUX,2004,0.01,Europe
